   5.000000000000e-01   6.404720271694e-03   1.000000000000e+00   9.495854837356e-03   2.000000000000e+00   2.169751641860e-02   4.000000000000e+00   2.041771837607e-01   8.000000000000e+00   1.566643748773e+00   1.600000000000e+01   2.962286762038e+00
   4.874824591742e-01   6.168413827381e-03   9.749649183484e-01   8.698332392022e-03   1.949929836697e+00   2.055269760560e-02   3.899859673394e+00   1.341291469083e-01   7.799719346787e+00   1.543288852603e+00   1.559943869357e+01   6.545604109395e+00
   4.752782960051e-01   5.913560831680e-03   9.505565920101e-01   7.920355918543e-03   1.901113184020e+00   1.945186279131e-02   3.802226368040e+00   1.278333074280e-01   7.604452736081e+00   1.333021891281e+00   1.520890547216e+01   1.883847345680e+01
   4.633796650573e-01   5.646211775397e-03   9.267593301147e-01   7.172158794410e-03   1.853518660229e+00   1.839210491512e-02   3.707037320459e+00   1.482534620697e-01   7.414074640918e+00   9.753032638659e-01   1.482814928184e+01   6.879978486185e+00
   4.517789173069e-01   5.371501628609e-03   9.035578346139e-01   6.462128267071e-03   1.807115669228e+00   1.943003661055e-02   3.614231338456e+00   1.636424092212e-01   7.228462676911e+00   5.426640491936e-01   1.445692535382e+01   5.020462889202e+00
   4.404685952237e-01   5.093728171657e-03   8.809371904474e-01   5.796945306212e-03   1.761874380895e+00   1.975034862675e-02   3.523748761790e+00   1.730562852021e-01   7.047497523579e+00   2.247972217636e-01   1.409499504716e+01   4.070982804060e+00
   4.294414279773e-01   4.816438362235e-03   8.588828559546e-01   5.181741847046e-03   1.717765711909e+00   2.021431349357e-02   3.435531423818e+00   1.760943530166e-01   6.871062847637e+00   3.195916939437e-01   1.374212569527e+01   2.581129317450e+00
   4.186903267633e-01   4.542515547736e-03   8.373806535266e-01   4.620255907847e-03   1.674761307053e+00   2.128559987137e-02   3.349522614107e+00   1.728105837629e-01   6.699045228213e+00   5.064838178973e-01   1.339809045643e+01   3.284955631516e+00
   4.082083802461e-01   4.274263401365e-03   8.164167604921e-01   4.114963868249e-03   1.632833520984e+00   2.131833123762e-02   3.265667041969e+00   1.636431004974e-01   6.531334083937e+00   5.405293141144e-01   1.306266816787e+01   3.272299085803e+00
   3.979888501157e-01   4.013484320388e-03   7.959777002315e-01   3.667168402013e-03   1.591955400463e+00   2.048902068711e-02   3.183910800926e+00   1.493431694181e-01   6.367821601852e+00   4.288299541344e-01   1.273564320370e+01   2.291837775566e+00
   3.880251667567e-01   3.761551168120e-03   7.760503335134e-01   3.675168267026e-03   1.552100667027e+00   1.900618743921e-02   3.104201334053e+00   1.309010984299e-01   6.208402668107e+00   2.364625763475e-01   1.241680533621e+01   2.322665355560e+00
   3.783109250241e-01   3.519471945702e-03   7.566218500481e-01   3.791891573040e-03   1.513243700096e+00   1.708438404143e-02   3.026487400192e+00   1.094713147660e-01   6.052974800385e+00   1.636788035833e-01   1.210594960077e+01   1.461119489843e+00
   3.688398801264e-01   3.287947413090e-03   7.376797602528e-01   3.843318910990e-03   1.475359520506e+00   1.592961598391e-02   2.950719041011e+00   8.630255512444e-02   5.901438082022e+00   2.665690053964e-01   1.180287616404e+01   1.609317900925e+00
   3.596059436111e-01   3.067421938406e-03   7.192118872221e-01   3.840044480828e-03   1.438423774444e+00   1.522357880308e-02   2.876847548888e+00   6.268992708586e-02   5.753695097777e+00   3.319770728385e-01   1.150739019555e+01   1.176803924332e+00
   3.506031794504e-01   2.858128005176e-03   7.012063589007e-01   3.791834179825e-03   1.402412717801e+00   1.438087047242e-02   2.804825435603e+00   4.002145329949e-02   5.609650871206e+00   3.042791960271e-01   1.121930174241e+01   1.218276459612e+00
   3.418258002255e-01   2.660124883961e-03   6.836516004510e-01   3.707530678112e-03   1.367303200902e+00   1.343522000136e-02   2.734606401804e+00   4.203322726383e-02   5.469212803608e+00   2.071715019135e-01   1.093842560722e+01   1.076874493987e+00
   3.332681634062e-01   2.473332007151e-03   6.665363268125e-01   3.595015567568e-03   1.333072653625e+00   1.241875005536e-02   2.666145307250e+00   4.356871766831e-02   5.332290614500e+00   1.751508015603e-01   1.066458122900e+01   1.001180909643e+00
   3.249247677235e-01   2.297557586199e-03   6.498495354470e-01   3.461212027811e-03   1.299699070894e+00   1.136146373886e-02   2.599398141788e+00   4.109496282633e-02   5.198796283576e+00   1.533935656772e-01   1.039759256715e+01   9.012833849298e-01
   3.167902496329e-01   2.132522993798e-03   6.335804992658e-01   3.312116193926e-03   1.267160998532e+00   1.029094319129e-02   2.534321997063e+00   3.558363624543e-02   5.068643994127e+00   2.331709742866e-01   1.013728798825e+01   8.907065638833e-01
   3.088593798669e-01   1.977883403410e-03   6.177187597338e-01   3.152848277865e-03   1.235437519468e+00   9.232250762714e-03   2.470875038935e+00   4.485368593267e-02   4.941750077871e+00   2.893780407519e-01   9.883500155742e+00   6.472920731773e-01
   3.011270600731e-01   1.833245144450e-03   6.022541201462e-01   2.987716516850e-03   1.204508240292e+00   8.208018679053e-03   2.409016480585e+00   5.101158100621e-02   4.818032961170e+00   2.929564411644e-01   9.636065922339e+00   4.907805393146e-01
   2.935883195367e-01   1.698180191041e-03   5.871766390733e-01   2.820288576497e-03   1.174353278147e+00   7.238703630033e-03   2.348706556293e+00   5.416119380267e-02   4.697413112587e+00   2.498427907376e-01   9.394826225173e+00   5.359116638457e-01
   2.862383119851e-01   1.583875811666e-03   5.724766239702e-01   2.653466292556e-03   1.144953247940e+00   6.342956663494e-03   2.289906495881e+00   5.463313181371e-02   4.579812991762e+00   1.778636912064e-01   9.159625983523e+00   3.203398508651e-01
   2.790723124727e-01   1.494893535071e-03   5.581446249455e-01   2.489560661260e-03   1.116289249891e+00   5.537992287376e-03   2.232578499782e+00   5.287629239281e-02   4.465156999564e+00   1.034836022890e-01   8.930313999128e+00   3.463465047563e-01
   2.720857143433e-01   1.409845443484e-03   5.441714286866e-01   2.330364828517e-03   1.088342857373e+00   4.839698149154e-03   2.176685714746e+00   4.939634618630e-02   4.353371429493e+00   8.097001702177e-02   8.706742858985e+00   2.455784475981e-01
   2.652740262685e-01   1.328673781952e-03   5.305480525370e-01   2.177223509922e-03   1.061096105074e+00   4.261999037260e-03   2.122192210148e+00   4.471154824584e-02   4.244384420296e+00   8.105688586819e-02   8.488768840591e+00   1.323506410085e-01
   2.586328693608e-01   1.251307297948e-03   5.172657387216e-01   2.031097815389e-03   1.034531477443e+00   3.814840399923e-03   2.069062954886e+00   3.932075323128e-02   4.138125909773e+00   9.370658500118e-02   8.276251819546e+00   1.375556907079e-01
   2.521579743586e-01   1.177663090406e-03   5.043159487171e-01   1.901711606537e-03   1.008631897434e+00   3.500635296080e-03   2.017263794869e+00   4.043273713945e-02   4.034527589737e+00   8.584942121046e-02   8.069055179474e+00   2.392174826583e-01
   2.458451788814e-01   1.107648384100e-03   4.916903577628e-01   1.819482994263e-03   9.833807155256e-01   3.310667809075e-03   1.966761431051e+00   4.078837018235e-02   3.933522862102e+00   6.251208218782e-02   7.867045724205e+00   3.148355113960e-01
   2.396904247545e-01   1.041162206150e-03   4.793808495089e-01   1.738347284393e-03   9.587616990178e-01   3.224570377720e-03   1.917523398036e+00   3.970930857973e-02   3.835046796071e+00   4.425816116941e-02   7.670093592143e+00   2.621187149862e-01
   2.336897553996e-01   9.780969493158e-04   4.673795107992e-01   1.658567353399e-03   9.347590215985e-01   3.214558486776e-03   1.869518043197e+00   3.746636659796e-02   3.739036086394e+00   6.118114081644e-02   7.478072172788e+00   2.170107399299e-01
   2.278393132921e-01   9.183398132575e-04   4.556786265841e-01   1.580377227854e-03   9.113572531682e-01   3.252043416763e-03   1.822714506336e+00   3.435649846293e-02   3.645429012673e+00   9.397059378049e-02   7.290858025346e+00   1.891675487534e-01
   2.221353374803e-01   8.617741201119e-04   4.442706749607e-01   1.503981511246e-03   8.885413499214e-01   3.312708473525e-03   1.777082699843e+00   3.067601514429e-02   3.554165399686e+00   1.219159979905e-01   7.108330799371e+00   1.064134645466e-01
