0.12750803	-20.680845	
0.12511593	-21.223906	
0.1267682	-22.03889	
0.124066725	-23.149862	
0.12803039	-23.569939	
0.1381884	-24.163332	
0.15251186	-24.806427	
0.15943259	-23.64639	
0.16999416	-23.499033	
0.16956596	-20.437098	
0.18014097	-20.265047	
0.17930922	-17.943865	
0.18988423	-17.771814	
0.19066441	-16.339693	
0.20119907	-16.241718	
0.19995034	-14.685979	
0.210485	-14.588004	
0.21125172	-13.180574	
0.22178638	-13.0826	
0.2224993	-11.773937	
0.23304741	-11.651271	
0.23142204	-10.7869005	
0.24405286	-10.689085	
0.24641806	-10.195408	
0.25272003	-10.171192	
0.25290835	-9.825507	
0.26766226	-9.678466	
0.2658082	-9.233856	
0.27650428	-8.839581	
0.28715998	-8.51938	
0.30413112	-8.150271	
0.32520044	-7.9543214	
0.34203705	-7.8321304	
0.3734796	-7.834507	
0.39641643	-8.0584755	
0.4109013	-8.40527	
0.41505328	-8.479662	
0.442438	-8.234804	
0.45520335	-7.8900704	
0.46172053	-7.4707856	
0.4766762	-6.953368	
0.4851954	-6.7070847	
0.50001657	-6.4365845	
0.5252513	-6.290335	
0.56497097	-6.49088	
0.59669596	-5.97473	
0.6134788	-5.951306	
0.648885	-6.3737593	
0.66366583	-6.1773343	
0.6848831	-5.7097754	
0.7420043	-4.7510753	
0.7779082	-4.259934	
0.8073353	-4.1140018	
0.8389527	-3.7953858	
0.8453623	-3.5736356	
0.8727067	-3.4028533	
0.9561365	-4.1746354	
0.99376		-4.3750215
0.9978312	-4.597564	
1.03352		-4.5014906
1.0631084	-4.0592575	
1.0863278	-3.7646995	
1.1073567	-3.6428254	
1.1471705	-3.6705275	
1.1680919	-3.7461872	
1.2016306	-3.7487226	
1.2642063	-4.3213863	
1.3019373	-4.3242383	
1.3165433	-4.4488063	
1.3542879	-4.4269667	
1.4459947	-5.3969164	
1.4957782	-6.3636975	
1.5537311	-7.7261806	
1.6055839	-8.742503	
1.647171	-9.362967	
1.692547	-10.724498	
1.7193533	-11.541386	
1.7402477	-11.666429	
1.778759	-10.23716	
1.80472		-8.757556	
1.8455293	-6.958069	
1.883906	-5.7757173	
1.9241772	-4.9639
1.9620562	-4.6951427	
2.0039527	-4.7476954	
2.020628	-4.921805	
2.0458088	-4.874323	
2.058453	-4.751815	
2.094088	-4.7545085	
2.2080748	-3.3062515	
2.311083	-2.7707973	
2.363474	-2.7994502	
2.4032338	-2.9259195	
2.4471862	-3.0527058	
2.5222447	-3.7991624	
2.6333015	-3.8816354	
2.761531	-3.2246237	
2.9083169	-3.136948	
3.0251508	-4.158183
3.0919995	-4.583013	
3.1340036	-4.4380317	
3.1549923	-4.3902326	
3.2370389	-3.8531938	
3.2957048	-3.907014	
3.3335702	-3.6629484	
3.3629167	-3.6651666	
3.4112227	-3.4959688	
3.4636405	-3.4752383	
3.511718	-3.7258	
3.5658014	-4.495364	
3.6260657	-5.4629374	
3.6678545	-5.7130237	
3.6931431	-5.4680076	
3.7101278	-5.0742073	
3.7377412	-4.40959	
3.8115914	-3.5262327	
3.8557723	-3.2332592	
3.8893514	-3.161719	
3.9773905	-3.168374	
4.0170565	-3.4676855	
4.0815535	-4.3615003	
4.1479583	-5.601158	
4.185703	-5.5793185	
4.2428374	-4.595927	
4.3063145	-3.5142434	
4.3820457	-3.0261126	
4.4303384	-2.8816063	
4.490966	-3.1825025	
4.622177	-4.748065	
4.7527986	-3.5479932	
4.830532	-3.232863	
4.8976364	-3.18855	
4.9561944	-3.439904	
4.977156	-3.4414885
5.0042987	-3.6410823	
