  -4.000000000000e+01   0.000000000000e+00
  -3.900000000000e+01   0.000000000000e+00
  -3.800000000000e+01   4.440892098501e-16
  -3.700000000000e+01   5.551115123126e-16
  -3.600000000000e+01   4.440892098501e-16
  -3.500000000000e+01   4.440892098501e-16
  -3.400000000000e+01   0.000000000000e+00
  -3.300000000000e+01   0.000000000000e+00
  -3.200000000000e+01   2.220446049250e-16
  -3.100000000000e+01   0.000000000000e+00
  -3.000000000000e+01   6.661338147751e-16
  -2.900000000000e+01   0.000000000000e+00
  -2.800000000000e+01   2.220446049250e-16
  -2.700000000000e+01   4.440892098501e-16
  -2.600000000000e+01   2.220446049250e-16
  -2.500000000000e+01   2.220446049250e-16
  -2.400000000000e+01   2.220446049250e-16
  -2.300000000000e+01   4.440892098501e-16
  -2.200000000000e+01   0.000000000000e+00
  -2.100000000000e+01   2.220446049250e-16
  -2.000000000000e+01   1.110223024625e-16
  -1.900000000000e+01   4.440892098501e-16
  -1.800000000000e+01   2.220446049250e-16
  -1.700000000000e+01   1.110223024625e-16
  -1.600000000000e+01   0.000000000000e+00
  -1.500000000000e+01   1.110223024625e-16
  -1.400000000000e+01   0.000000000000e+00
  -1.300000000000e+01   2.220446049250e-16
  -1.200000000000e+01   0.000000000000e+00
  -1.100000000000e+01   1.110223024625e-16
  -1.000000000000e+01   2.220446049250e-16
  -9.000000000000e+00   0.000000000000e+00
  -8.000000000000e+00   3.330669073875e-16
  -7.000000000000e+00   0.000000000000e+00
  -6.000000000000e+00   3.330669073875e-16
  -5.000000000000e+00   2.220446049250e-16
  -4.000000000000e+00   2.220446049250e-16
  -3.000000000000e+00   2.220446049250e-16
  -2.000000000000e+00   1.110223024625e-16
  -1.000000000000e+00   0.000000000000e+00
   0.000000000000e+00   4.440892098501e-16
   1.000000000000e+00   0.000000000000e+00
   2.000000000000e+00   1.110223024625e-16
   3.000000000000e+00   3.330669073875e-16
   4.000000000000e+00   1.110223024625e-16
   5.000000000000e+00   3.330669073875e-16
   6.000000000000e+00   4.440892098501e-16
   7.000000000000e+00   2.220446049250e-16
   8.000000000000e+00   2.220446049250e-16
   9.000000000000e+00   0.000000000000e+00
   1.000000000000e+01   3.330669073875e-16
   1.100000000000e+01   0.000000000000e+00
   1.200000000000e+01   1.110223024625e-16
   1.300000000000e+01   2.220446049250e-16
   1.400000000000e+01   0.000000000000e+00
   1.500000000000e+01   0.000000000000e+00
   1.600000000000e+01   0.000000000000e+00
   1.700000000000e+01   0.000000000000e+00
   1.800000000000e+01   2.220446049250e-16
   1.900000000000e+01   4.440892098501e-16
   2.000000000000e+01   1.110223024625e-16
   2.100000000000e+01   2.220446049250e-16
   2.200000000000e+01   0.000000000000e+00
   2.300000000000e+01   4.440892098501e-16
   2.400000000000e+01   2.220446049250e-16
   2.500000000000e+01   0.000000000000e+00
   2.600000000000e+01   2.220446049250e-16
   2.700000000000e+01   4.440892098501e-16
   2.800000000000e+01   2.220446049250e-16
   2.900000000000e+01   2.220446049250e-16
   3.000000000000e+01   6.661338147751e-16
   3.100000000000e+01   0.000000000000e+00
   3.200000000000e+01   2.220446049250e-16
   3.300000000000e+01   2.220446049250e-16
   3.400000000000e+01   1.110223024625e-16
   3.500000000000e+01   4.440892098501e-16
   3.600000000000e+01   4.440892098501e-16
   3.700000000000e+01   4.440892098501e-16
   3.800000000000e+01   6.661338147751e-16
   3.900000000000e+01   0.000000000000e+00
   4.000000000000e+01   0.000000000000e+00
