  -4.000000000000e+01   2.296297196835e-08
  -3.900000000000e+01   5.083464071909e-08
  -3.800000000000e+01   6.288873932725e-08
  -3.700000000000e+01   1.751008515960e-08
  -3.600000000000e+01   8.739910573041e-09
  -3.500000000000e+01   2.656960018665e-08
  -3.400000000000e+01   5.390220736423e-08
  -3.300000000000e+01   1.567122864810e-08
  -3.200000000000e+01   2.335729387681e-10
  -3.100000000000e+01   6.197659285778e-08
  -3.000000000000e+01   7.155852599361e-08
  -2.900000000000e+01   5.768799382633e-08
  -2.800000000000e+01   9.510628129483e-08
  -2.700000000000e+01   8.194580292109e-08
  -2.600000000000e+01   9.159400748970e-08
  -2.500000000000e+01   3.668400183621e-08
  -2.400000000000e+01   7.308303928699e-08
  -2.300000000000e+01   4.936001740674e-08
  -2.200000000000e+01   6.231048232941e-09
  -2.100000000000e+01   4.050167468073e-08
  -2.000000000000e+01   2.893404094095e-08
  -1.900000000000e+01   6.376319916512e-09
  -1.800000000000e+01   7.449809436011e-09
  -1.700000000000e+01   5.926837243209e-09
  -1.600000000000e+01   3.734801579114e-08
  -1.500000000000e+01   1.012680828083e-09
  -1.400000000000e+01   8.498537873436e-09
  -1.300000000000e+01   4.021692934231e-08
  -1.200000000000e+01   5.728044016884e-08
  -1.100000000000e+01   7.308169358566e-08
  -1.000000000000e+01   2.260253584296e-08
  -9.000000000000e+00   9.430408942634e-08
  -8.000000000000e+00   1.135673697306e-07
  -7.000000000000e+00   5.666860247722e-08
  -6.000000000000e+00   3.531610492935e-08
  -5.000000000000e+00   9.165314063253e-09
  -4.000000000000e+00   1.121096238066e-08
  -3.000000000000e+00   5.929446000863e-08
  -2.000000000000e+00   2.789662700842e-08
  -1.000000000000e+00   4.055880076237e-08
   0.000000000000e+00   5.319464624343e-08
   1.000000000000e+00   4.055880076237e-08
   2.000000000000e+00   2.789662700842e-08
   3.000000000000e+00   5.929446000863e-08
   4.000000000000e+00   1.121096238066e-08
   5.000000000000e+00   9.165313841208e-09
   6.000000000000e+00   3.531610470731e-08
   7.000000000000e+00   5.666860269926e-08
   8.000000000000e+00   1.135673697306e-07
   9.000000000000e+00   9.430408920430e-08
   1.000000000000e+01   2.260253584296e-08
   1.100000000000e+01   7.308169380771e-08
   1.200000000000e+01   5.728043994679e-08
   1.300000000000e+01   4.021692956435e-08
   1.400000000000e+01   8.498537651391e-09
   1.500000000000e+01   1.012680939105e-09
   1.600000000000e+01   3.734801579114e-08
   1.700000000000e+01   5.926837354231e-09
   1.800000000000e+01   7.449809436011e-09
   1.900000000000e+01   6.376319916512e-09
   2.000000000000e+01   2.893404071891e-08
   2.100000000000e+01   4.050167512482e-08
   2.200000000000e+01   6.231048232941e-09
   2.300000000000e+01   4.936001762879e-08
   2.400000000000e+01   7.308303939801e-08
   2.500000000000e+01   3.668400183621e-08
   2.600000000000e+01   9.159400782277e-08
   2.700000000000e+01   8.194580258802e-08
   2.800000000000e+01   9.510628129483e-08
   2.900000000000e+01   5.768799360428e-08
   3.000000000000e+01   7.155852599361e-08
   3.100000000000e+01   6.197659285778e-08
   3.200000000000e+01   2.335729387681e-10
   3.300000000000e+01   1.567122864810e-08
   3.400000000000e+01   5.390220747525e-08
   3.500000000000e+01   2.656960018665e-08
   3.600000000000e+01   8.739910573041e-09
   3.700000000000e+01   1.751008515960e-08
   3.800000000000e+01   6.288873932725e-08
   3.900000000000e+01   5.083464071909e-08
   4.000000000000e+01   2.296297196835e-08
