0.09713626	-11.097032
0.10006474	-13.560419
0.108912766	-15.316161
0.12770727	-16.120142
0.13826664	-16.900143
0.14667442	-17.411943
0.14498898	-18.46086
0.15538433	-18.77743
0.1576395	-19.338322
0.17825757	-19.483643
0.19041605	-18.970818
0.19618885	-17.848524
0.21034354	-17.16486
0.21831109	-16.432722
0.22630452	-15.773755
0.2384371	-15.187757
0.2568	-14.772188
0.27741808	-14.917511
0.29408687	-15.526466
0.3046117	-16.208902
0.315197	-17.062075
0.32778707	-17.7688
0.33443174	-19.109997
0.34740165	-20.889925
0.35597345	-21.865156
0.37005043	-20.961973
0.37596998	-20.254326
0.38364404	-18.692894
0.39589748	-18.44837
0.39714268	-16.155514
0.40475628	-14.423344
0.4126375	-13.447294
0.4267145	-12.544111
0.43050838	-11.641439
0.4404376	-10.640897
0.46272382	-9.688522
0.4910418	-8.345584
0.5216409	-7.6367097
0.5442379	-7.562411
0.5772648	-7.9022465
0.6062043	-8.31546
0.63512653	-8.679892
0.6516055	-8.752246
0.66595006	-8.605184
0.6781776	-8.287486
0.7107297	-7.2858176
0.73914266	-6.21118
0.77583396	-5.28248
0.7942227	-4.9400845
0.84961355	-4.547065
0.88453305	-4.4233694
0.9051425	-4.5443006
0.94412345	-4.2740545
0.9688461	-4.394781
1.0468512	-3.9762437
1.087932	-3.8278503
1.1208811	-3.9481673
1.141456	-3.9715345
1.186909	-4.554666
1.2364925	-5.1863747
1.2468705	-5.454164
1.2735895	-5.404051
1.3124582	-4.816722
1.343109	-4.254194
1.3595276	-4.1558104
1.4066746	-3.7144182
1.4292974	-3.713292
1.4746209	-3.9305587
1.5406057	-4.4151025
1.5941557	-4.6319594
1.6188092	-4.557558
1.6598123	-4.189646
1.6884152	-3.6516106
1.7110208	-3.6017025
1.7356226	-3.380955
1.7685201	-3.354926
1.8469136	-4.0339837
1.9396949	-4.6879334
2.0056968	-5.221259
2.0406423	-5.170737
2.0734534	-4.900798
2.1269257	-4.898136
2.2072117	-5.1136627
2.2669747	-5.4521675
2.3393798	-6.643743
2.4057615	-8.250273
2.4327567	-8.980672
2.4720051	-9.466546
2.4925888	-9.514304
2.554184	-9.218541
2.5995765	-9.630936
2.6450639	-10.311631
2.7132866	-11.308284
2.7400832	-11.47769
2.818701	-12.790914
2.837366	-13.22903
2.8537931	-13.155038
2.8905277	-12.348292
2.9045615	-11.3231535
2.9287748	-10.004811
2.9490218	-9.101321
2.971308	-8.148947
3.0018294	-7.220553
3.0263276	-6.7071137
3.0775535	-6.1679525
3.1371784	-6.1162014
3.1968637	-6.2351875
3.2706692	-5.572945
3.3177385	-4.9120336
3.3483808	-4.3251143
3.4222553	-3.8579998
3.4695404	-3.8068633
3.4879982	-3.659596
3.5786884	-4.216084
3.5931194	-4.3129315
3.6548355	-4.358642
3.695873	-4.088294
3.7164478	-4.111661
3.7391052	-4.208099
3.7863991	-4.181353
3.8868976	-3.3958251
3.919726	-3.174668
3.9609103	-3.3189666
4.047677	-4.4122615
4.1013565	-4.9949837
4.115744	-4.969876
4.1750326	-3.9668763
4.228194	-3.086139
4.3020515	-2.5702424
4.324614	-2.3983793
4.4089355	-2.394182
4.43161		-2.5394018
4.462451	-2.5134752
4.600521	-3.2871277
4.621053	-3.18854
4.6991963	-3.1602588
4.717654	-3.0129914
4.7567472	-3.0598283
4.8306217	-2.5927138
4.883973	-2.2485783
4.914762	-2.0763056
4.9497247	-2.0745652
4.9640865	-1.9762847
4.982588	-1.9509723
